scheme_id,scheme_name,short_title,level,scheme_for,ministry,state,category,tags,description,close_date,priority,search_text
giftmrc,Government Institute for the Mentally Retarded - Tamil Nadu,GIFTMRC,State,Individual,Not specified (state scheme),Tamil Nadu,Social welfare & Empowerment;Education & Learning;Skills & Employment,Mentally Retarded;Disabilitiy;Medicine;Education,"The 'Government Institute for the Mentally Retarded,Chennai' scheme was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, children with intellectual disability are given special education, vocational training, food, uniforms etc.",,1.0,"Government Institute for the Mentally Retarded - Tamil Nadu. The 'Government Institute for the Mentally Retarded,Chennai' scheme was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, children with intellectual disability are given special education, vocational training, food, uniforms etc. Category: Social welfare & Empowerment, Education & Learning, Skills & Employment. Tags: Mentally Retarded, Disabilitiy, Medicine, Education."
sspftws,Stipend Scheme For Poultry Farming Training For Weaker Section,SSPFTWS,State,Individual,Not specified (state scheme),Gujarat,"Agriculture,Rural & Environment;Skills & Employment",Poultry Farming;Training;Weaker Section;Stipend;Cash Assistance,"The scheme “Stipend Scheme for Poultry Farming Training for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers by scientific poultry farming training.",,1.0,"Stipend Scheme For Poultry Farming Training For Weaker Section. The scheme “Stipend Scheme for Poultry Farming Training for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers by scientific poultry farming training. Category: Agriculture,Rural & Environment, Skills & Employment. Tags: Poultry Farming, Training, Weaker Section, Stipend, Cash Assistance."
ipsfaci,Investment Promotion Scheme (IPS) For Cottage Industries: Financial Assistance To Cottage Industries,IPSFACI,State,Infra,Not specified (state scheme),Dadra & Nagar Haveli and Daman & Diu,Business & Entrepreneurship,Cottage Industries;MSMEs;Incentives;Entrepreneurship;Subsidy;Reimbursement;IPS;Term Loan;Capital Subsidy;Interest Subsidy,"“Financial Assistance To Cottage Industries'' under the “Investment Promotion Scheme (IPS)”, implemented by the Dept. of Industries, U.T. Administration Of DNH & DD, aims to provide financial assistance to Cottage Industries on the term loan taken through banks.",,3.0,"Investment Promotion Scheme (IPS) For Cottage Industries: Financial Assistance To Cottage Industries. “Financial Assistance To Cottage Industries'' under the “Investment Promotion Scheme (IPS)”, implemented by the Dept. of Industries, U.T. Administration Of DNH & DD, aims to provide financial assistance to Cottage Industries on the term loan taken through banks. Category: Business & Entrepreneurship. Tags: Cottage Industries, MSMEs, Incentives, Entrepreneurship, Subsidy, Reimbursement, IPS, Term Loan, Capital Subsidy, Interest Subsidy."
vsrksk,Operation/implementation of Vidhik Seva Rath,OIVSR,State,Individual,Not specified (state scheme),Uttarakhand,"Public Safety,Law & Justice",Free Book;Legal Awareness;Mobile Van;Vidhik Seva Rath;Legal Services,"The scheme aims to spread legal awareness and provide information about welfare schemes to people in both urban and remote rural areas, ensuring that citizens are informed about their rights and available government benefits.",,1.0,"Operation/implementation of Vidhik Seva Rath. The scheme aims to spread legal awareness and provide information about welfare schemes to people in both urban and remote rural areas, ensuring that citizens are informed about their rights and available government benefits. Category: Public Safety,Law & Justice. Tags: Free Book, Legal Awareness, Mobile Van, Vidhik Seva Rath, Legal Services."
needs,New Entrepreneur-cum-enterprise Development Scheme,Needs,State,Individual,Not specified (state scheme),Tamil Nadu,Business & Entrepreneurship,Entrepreneur;NEEDS;Loan;Subsidy;MSME,"The scheme “New Entrepreneur-Cum-Enterprise Development Scheme (NEEDS)” was launched by the Department of Micro, Small and Medium Enterprises, Government of Tamil Nadu. The scheme was devised and formulated as a special scheme to assist educated youth to become first-generation entrepreneurs.",,1.0,"New Entrepreneur-cum-enterprise Development Scheme. The scheme “New Entrepreneur-Cum-Enterprise Development Scheme (NEEDS)” was launched by the Department of Micro, Small and Medium Enterprises, Government of Tamil Nadu. The scheme was devised and formulated as a special scheme to assist educated youth to become first-generation entrepreneurs. Category: Business & Entrepreneurship. Tags: Entrepreneur, NEEDS, Loan, Subsidy, MSME."
pm,Plastic Mulching,PM,State,Individual,Not specified (state scheme),Rajasthan,"Agriculture,Rural & Environment",Farmer;Plastic Mulching;Farming;Agriculture,"Under the Plastic Mulching scheme, the Rajasthan government provided subsidies to farmers. In this, the soil surface of the field is covered with plastic film. Farmer can also use crop residues for laying mulch.",,1.0,"Plastic Mulching. Under the Plastic Mulching scheme, the Rajasthan government provided subsidies to farmers. In this, the soil surface of the field is covered with plastic film. Farmer can also use crop residues for laying mulch. Category: Agriculture,Rural & Environment. Tags: Farmer, Plastic Mulching, Farming, Agriculture."
wpup,Widow Pension - Uttar Pradesh,WPUP,State,Individual,Not specified (state scheme),Uttar Pradesh,Social welfare & Empowerment,Social Welfare;Financial Assistance,Widow pension in Uttar Pradesh is a social welfare scheme by the Government of Uttar Pradesh to provide financial assistance to widows residing in the state. The scheme is administered by the Women Welfare Department of the state government.,,1.0,"Widow Pension - Uttar Pradesh. Widow pension in Uttar Pradesh is a social welfare scheme by the Government of Uttar Pradesh to provide financial assistance to widows residing in the state. The scheme is administered by the Women Welfare Department of the state government. Category: Social welfare & Empowerment. Tags: Social Welfare, Financial Assistance."
giatvowitaodw,Grant-In-Aid to Voluntary Organizations Working In The Area of ​​Disabled Welfare,GIATVOWITAODW,State,Infra,Not specified (state scheme),Chhattisgarh,Social welfare & Empowerment,Child;Disabled;Education;Rehabilitation;Juvenile;Training,"""Grant-in-aid to Voluntary Organizations Working in the Area of Disabled Welfare"" aims to support institutions working for the welfare of disabled individuals. Grants for free education, training, residential arrangements, and rehabilitation are provided to disabled immigrants.",,3.0,"Grant-In-Aid to Voluntary Organizations Working In The Area of ​​Disabled Welfare. ""Grant-in-aid to Voluntary Organizations Working in the Area of Disabled Welfare"" aims to support institutions working for the welfare of disabled individuals. Grants for free education, training, residential arrangements, and rehabilitation are provided to disabled immigrants. Category: Social welfare & Empowerment. Tags: Child, Disabled, Education, Rehabilitation, Juvenile, Training."
atpm,Assistance to Traditional Pottery Makers,ATPM,State,Individual,Not specified (state scheme),Kerala,Skills & Employment;Business & Entrepreneurship,Financial Assistance;Pottery;OBC;Pottery Worker,The scheme “Assistance to Traditional Pottery Makers” provides financial assistance to Traditional Pottery makers belonging to the state OBC category for the purchase of modern machinery for job modernization.,,1.0,"Assistance to Traditional Pottery Makers. The scheme “Assistance to Traditional Pottery Makers” provides financial assistance to Traditional Pottery makers belonging to the state OBC category for the purchase of modern machinery for job modernization. Category: Skills & Employment, Business & Entrepreneurship. Tags: Financial Assistance, Pottery, OBC, Pottery Worker."
sfanwgl,Scheme of Financial Assistance to New Writers of Gujarati Language and Literature for Publishing Original Works of Creative and Fine Literature,SFANWGL,State,,Not specified (state scheme),Gujarat,Sports & Culture,Gujarati Literature;Author;Book Printing Aid,The scheme aims to financially support new writers in the Gujarati language who wish to publish original works of creative and literary merit.,,,"Scheme of Financial Assistance to New Writers of Gujarati Language and Literature for Publishing Original Works of Creative and Fine Literature. The scheme aims to financially support new writers in the Gujarati language who wish to publish original works of creative and literary merit. Category: Sports & Culture. Tags: Gujarati Literature, Author, Book Printing Aid."
skksbpa,Swahid Kushal Konwar Sarbajanin Briddha Pension Achoni,SKKSBPA,State,Individual,Not specified (state scheme),Assam,Social welfare & Empowerment,Pension;Senior Citizen;Social Welfare,"Launched on 2nd October 2018, ""Swahid Kushal Konwar Sarbajanin Briddha Pension Achoni"" is a Pension Scheme by the Govt. of Assam. The objective of the scheme is to streamline the payment of old-age pensions and funds. The beneficiary will get a sum of ₹250/- per month.",,1.0,"Swahid Kushal Konwar Sarbajanin Briddha Pension Achoni. Launched on 2nd October 2018, ""Swahid Kushal Konwar Sarbajanin Briddha Pension Achoni"" is a Pension Scheme by the Govt. of Assam. The objective of the scheme is to streamline the payment of old-age pensions and funds. The beneficiary will get a sum of ₹250/- per month. Category: Social welfare & Empowerment. Tags: Pension, Senior Citizen, Social Welfare."
etmaf,Establishment of 12 Milch Animal Farm,ETMAF,State,Individual,Not specified (state scheme),Gujarat,"Agriculture,Rural & Environment",Animal Husbandry;Rural Employment;Animal Farm,"The ""Establishment of 12 Milch Animal Farm"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, supports livestock owners in establishing dairy farms with up to 12 milch animals.",,1.0,"Establishment of 12 Milch Animal Farm. The ""Establishment of 12 Milch Animal Farm"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, supports livestock owners in establishing dairy farms with up to 12 milch animals. Category: Agriculture,Rural & Environment. Tags: Animal Husbandry, Rural Employment, Animal Farm."
